date,cpi_rate,gdp_value,usd_vnd_rate,xau_usd_rate,market_cap,pe_ratio,fpt_net_revenue,fpt_gross_profit,fpt_operating_profit,fpt_net_profit,fpt_stock_price,fpt_stock_volume
2020-07-02,,,23210.0,1780.21,,,,,,,19.74,539160.0
2020-07-03,,,23210.0,1777.01,,,,,,,19.78,529760.0
2020-07-06,,,23207.5,1786.98,,,,,,,20.01,1089910.0
2020-07-07,,,23211.5,1797.93,,,,,,,20.29,2739150.0
2020-07-08,,,23210.0,1818.37,,,,,,,20.4,1472610.0
2020-07-09,,,23206.0,1815.99,,,,,,,20.68,2298900.0
2020-07-10,,,23204.5,1810.94,,,,,,,20.44,1164310.0
2020-07-13,,,23197.5,1813.65,,,,,,,20.81,2662490.0
2020-07-14,,,23232.5,1810.94,42100000000000.0,11.9,,,,,20.76,1549540.0
2020-07-15,,,23192.5,1815.0,,,,,,,20.78,1516540.0
2020-07-16,,,23187.5,1813.41,,,,,,,20.78,1060530.0
2020-07-17,,,23195.5,1812.59,,,,,,,20.57,1313100.0
2020-07-20,,,23195.5,1820.76,,,,,,,20.27,2049680.0
2020-07-21,,,23190.0,1843.75,,,,,,,20.44,940230.0
2020-07-22,,,23195.0,1872.41,,,,,,,20.27,817890.0
2020-07-23,,,23186.0,1898.49,,,,,,,20.42,918630.0
2020-07-24,,,23186.5,1906.47,,,,,,,19.63,3170540.0
2020-07-27,,,23187.5,1945.71,,,,,,,18.69,3274350.0
2020-07-28,,,23200.0,1981.14,,,,,,,19.54,1953510.0
2020-07-29,0.0339,,23184.5,1980.67,,,,,,,19.05,1554200.0
2020-07-30,,,23183.0,1972.25,,,,,,,19.31,612240.0
2020-07-31,,,23183.5,1981.11,,,,,,,19.03,1106250.0
2020-08-03,,,23183.0,1985.22,,,,,,,19.63,1392200.0
2020-08-04,,,23183.0,2019.96,,,,,,,19.91,1051310.0
2020-08-05,,,23182.5,2056.1,,,,,,,20.1,1328520.0
2020-08-06,,,23182.5,2069.84,,,,,,,20.01,1153660.0
2020-08-07,,,23182.5,2072.9,,,,,,,20.14,1283690.0
2020-08-10,,,23200.0,2050.1,,,,,,,20.19,1160370.0
2020-08-11,,,23182.0,2031.59,,,,,,,20.1,1209690.0
2020-08-12,,,23183.0,1949.26,,,,,,,20.31,1233230.0
2020-08-13,,,23184.0,1966.83,,,,,,,20.51,1709100.0
2020-08-14,,,23184.0,1962.62,,,,,,,20.44,1633770.0
2020-08-17,,,23187.5,1990.91,,,,,,,20.53,1048820.0
2020-08-18,,,23182.5,2015.23,,,,,,,20.46,625200.0
2020-08-19,,,23177.5,2006.51,,,,,,,20.46,877190.0
2020-08-20,,,23182.5,1955.99,,,,,,,20.55,1824430.0
2020-08-21,,,23183.0,1956.37,,,,,,,20.7,1260210.0
2020-08-24,,,23187.5,1962.04,,,,,,,21.16,3540210.0
2020-08-25,,,23183.5,1937.55,,,,,,,21.34,3304670.0
2020-08-26,,,23182.5,1955.15,,,,,,,21.14,1328990.0
2020-08-27,,,23182.5,1976.32,,,,,,,21.77,3724990.0
